recipients,suppliers,year,quantity,weapon description,status
Bangladesh,China,2011,16,anti-ship missile,New
Myanmar,China,2010,10,APC/APV,New
Myanmar,China,2002,25,tank,New
Pakistan,China,2017,4,frigate,New
Belarus,China,2016,10,APV,New
Pakistan,China,2008,1000,guided glide bomb,New
Namibia,China,2008,21,APC,New
Ghana,China,2009,58,APC,New
Australia,China,2020,1,helicopter,Second hand
Niger,China,2008,2,APC,New
Indonesia,China,2009,15,portable SAM,New
Argentina,China,2008,4,APC,New
Indonesia,China,2008,8,self-propelled AD system,New
Sri Lanka,China,1991,10,IFV,New
Bolivia,China,2009,6,trainer/combat aircraft,New
Myanmar,China,1993,12,fighter aircraft,New
Indonesia,China,2006,130,portable SAM,New
Pakistan,China,2010,30,anti-ship missile,New
Venezuela,China,2008,18,trainer/combat aircraft,New
Gabon,China,2005,3,APC,New
Nepal,China,2005,5,APC,New
Myanmar,China,1990,12,fighter aircraft,New
Bangladesh,China,2011,44,tank,New
Myanmar,China,1992,12,fighter aircraft,New
Morocco,China,2010,100,anti-tank missile,New
Oman,China,2003,50,APC,New
Ghana,China,2001,6,towed gun,New
Pakistan,China,1994,3,fire control radar,New
Sri Lanka,China,2001,120,APC,New
Ecuador,China,1992,72,portable SAM,New
Bosnia-Herzegovina,China,1993,10,tank destroyer,New
Albania,China,1963,13,light transport aircraft,New
Iran,China,1995,5,fighter aircraft,New
Bangladesh,China,2007,1,fighter aircraft,New
Bangladesh,China,1989,20,fighter aircraft,New
Pakistan,China,1994,40,BVRAAM,New
Myanmar,China,1991,2,light transport aircraft,New
Iran,China,1991,25,fighter aircraft,New
Thailand,China,1988,40,APC,New
Thailand,China,1987,410,APC,New
Thailand,China,1991,122,AA gun,New
Egypt,China,1980,30,fighter aircraft,New
Pakistan,China,1988,75,fighter aircraft,New
Mali,China,2016,2,light transport aircraft,New
Egypt,China,2004,40,trainer/combat aircraft,New
Iran,China,1998,6,mobile SAM system,New
Iraq,China,1983,100,towed MRL,New
Iran,China,1998,40,anti-ship missile,New
Pakistan,China,1990,250,tank,New
Pakistan,China,1986,24,fighter aircraft,New
Egypt,China,1982,80,fighter aircraft,New
Egypt,China,1981,50,fighter aircraft,New
Russia,China,2022,7,APV,New
Pakistan,China,2009,170,portable SAM,New
Indonesia,China,2017,40,ASM,New
Sri Lanka,China,1990,20,towed gun,New
Sri Lanka,China,1988,10,APC,New
Sri Lanka,China,1990,25,tank,New
Namibia,China,2009,2,helicopter,New
Laos,China,1970,10,light tank,New
Bangladesh,China,2010,75,SAM,New
Pakistan,China,2008,1000,guided glide bomb,New
Iraq,China,2002,5,patrol craft,New
Laos,China,2010,2,transport aircraft,New
Cambodia,China,1985,10,self-propelled MRL,New
Morocco,China,2009,12,self-propelled MRL,New
Morocco,China,2009,54,tank,New
Congo,China,2009,9,APC/APV,New
Benin,China,2008,2,APC/APV,New
Egypt,China,1974,5,bomber aircraft,New
Zambia,China,2011,7,helicopter,New
Bolivia,China,2003,500,anti-tank missile,New
Peru,China,2009,10,portable SAM,New
Gabon,China,2005,3,APC/APV,New
Peru,China,2009,15,portable SAM,New
Cambodia,China,2008,50,portable SAM,New
Guinea,China,2009,2,APC,New
Rwanda,China,2008,20,APC/APV,New
Pakistan,China,2008,2,artillery locating radar,New
Ghana,China,2009,4,patrol craft,New
Timor-Leste,China,2008,2,patrol craft,New
Sri Lanka,China,2007,25,SRAAM,New
Venezuela,China,2008,3,air search radar,New
Congo,China,1970,14,light tank,New
Zambia,China,2014,40,SRAAM,New
Rwanda,China,2006,6,self-propelled gun,New
Chad,China,2006,10,APC/APV,New
Niger,China,2007,5,APC/APV,New
Namibia,China,2005,8,fighter aircraft,New
Sri Lanka,China,2007,4,fighter aircraft,New
Mauritania,China,2002,2,helicopter,New
Sierra Leone,China,2005,1,patrol craft,New
Malaysia,China,2008,64,portable SAM,New
Bangladesh,China,2004,20,SAM,New
Bangladesh,China,2005,10,anti-ship missile,New
Bangladesh,China,2005,14,SRAAM,New
Bangladesh,China,2005,100,SRAAM,New
Bangladesh,China,2003,20,towed gun,New
Ecuador,China,2005,2,trainer aircraft,New
Tanzania,China,1980,12,fighter aircraft,New
Nigeria,China,2022,1,fighter aircraft,New
Mali,China,2000,2,helicopter,New
Egypt,China,1983,6,FAC,New
Egypt,China,1984,25,anti-ship missile,New
Cambodia,China,1965,3,trainer aircraft,New
Tanzania,China,1972,2,trainer aircraft,New
Gambia,China,1989,2,patrol craft,Second hand but modernized
Romania,China,1970,12,bomber aircraft,New
Sri Lanka,China,1987,2,transport aircraft,New
Mujahedin (Afghanistan)*,China,1983,500,towed MRL,New
Mujahedin (Afghanistan)*,China,1985,400,portable SAM,New
Sri Lanka,China,1971,5,patrol craft,New
Thailand,China,1985,18,towed gun,New
Pakistan,China,1965,72,fighter aircraft,New
Pakistan,China,1965,200,tank,New
Pakistan,China,1966,550,tank,New
Pakistan,China,1972,100,tank,New
FNLA (Angola)*,China,1974,25,tank,New
Tanzania,China,1972,16,fighter aircraft,New
Cambodia,China,1966,17,fighter aircraft,Second hand
Tanzania,China,1971,1,light transport aircraft,New
Cambodia,China,1966,8,fighter aircraft,Second hand
Pakistan,China,1975,825,tank,New
Zambia,China,1977,12,fighter aircraft,New
Zambia,China,1977,12,trainer aircraft,New
Albania,China,1969,12,fighter aircraft,New
Tunisia,China,1976,2,patrol craft,New
Egypt,China,2010,18,UAV,New
Myanmar,China,2015,100,SRAAM,New
Myanmar,China,2015,30,anti-ship/land-attack missile,New
Bangladesh,China,1984,2000,anti-tank missile,New
Turkiye,China,1999,200,SSM,New
Cambodia,China,1967,2,light transport aircraft,New
Cambodia,China,1967,4,light transport aircraft,New
Cambodia,China,1967,3,trainer aircraft,New
Tajikistan,China,2018,10,APV,New
Iran,China,2002,150,anti-ship missile,New
Sudan,China,2000,460,towed MRL,New
Iran,China,1998,260,anti-ship missile,New
Iran,China,1993,1100,portable SAM,New
Turkiye,China,1997,24,self-propelled MRL,New
Egypt,China,1999,80,trainer/combat aircraft,New
Pakistan,China,2005,4,frigate,New
Iran,China,1989,200,SSM,New
Egypt,China,1985,400,towed gun,New
North Korea,China,1963,4000,towed MRL,New
Iran,China,1985,250,towed MRL,New
Pakistan,China,1994,65,ARV,New
Romania,China,1987,6,FAC,New
Sudan,China,2002,12,FGA aircraft,New
Sri Lanka,China,2007,1,air search radar,New
Jordan,China,2004,150,mortar,New
Algeria,China,2020,20,SAM,New
Bahamas,China,2016,2,APV,New
Thailand,China,2016,1,SAM system,New
Uganda,China,2008,5,tank,New
Venezuela,China,2005,3,air search radar,New
Cambodia,China,1978,3,fighter aircraft,Second hand
Indonesia,China,2017,40,anti-ship missile/ASM,New
Cambodia,China,1977,20,light tank,New
Saudi Arabia,China,2017,50,armed UAV,New
South Sudan,China,2013,1200,anti-tank missile,New
Cambodia,China,1978,200,anti-tank missile,New
Cote d'Ivoire,China,2017,1,patrol craft,New
Cameroon,China,2012,18,IFV,New
Kenya,China,2006,32,APC,New
Mauritania,China,2009,12,self-propelled MRL,New
Ghana,China,2004,3,self-propelled MRL,New
Sri Lanka,China,2007,1,air search radar,New
Sri Lanka,China,2004,3,air search radar,New
Mozambique,China,2018,23,APC/APV,New
Indonesia,China,2016,2,naval gun,New
Sierra Leone,China,2015,10,APC,New
Angola,China,2018,2,transport aircraft,New
Myanmar,China,2006,1,frigate,New
Bangladesh,China,2011,5,patrol craft,New
Bangladesh,China,2018,31,self-propelled MRL,New
Saudi Arabia,China,2016,50,guided bomb,New
Bangladesh,China,2015,2,frigate,New
Pakistan,China,2019,10,UAV,New
Sudan,China,2015,5,UAV,New
Angola,China,2015,5,APC,New
Angola,China,2015,10,AFSV,New
Sierra Leone,China,2010,6,towed gun,New
Bangladesh,China,2013,2,submarine,Second hand but modernized
Russia,China,2015,28,ship engine,New
UAE,China,2018,6,towed gun,New
Venezuela,China,2012,250,anti-tank missile,New
Viet Nam,China,1973,1,minesweeper,Second hand
Bangladesh,China,1984,36,light tank,New
Indonesia,China,2009,8,fire control radar,New
Indonesia,China,2016,1,naval gun,New
Myanmar,China,2009,2,sea search radar,New
Zimbabwe,China,2023,8,APC,New
Myanmar,China,2009,2,naval gun,New
Myanmar,China,2011,2,naval gun,New
Myanmar,China,2011,10,anti-ship missile,New
Myanmar,China,2010,2,fire control radar,New
Myanmar,China,2010,2,air search radar,New
Zimbabwe,China,2023,8,IFV,New
Khmer Rouge (Cambodia)*,China,1990,24,tank,Second hand
Myanmar,China,2009,50,tank,New
Indonesia,China,2015,4,self-propelled MRL,New
Bangladesh,China,2013,60,anti-ship torpedo,New
Sudan,China,2015,100,portable SAM,New
Myanmar,China,1989,30,tank,New
Myanmar,China,1993,50,tank,New
Thailand,China,2016,40,SAM,New
Pakistan,China,2005,27,trainer/combat aircraft,New
Pakistan,China,1990,268,tank,New
Turkmenistan,China,2015,40,SAM,New
UAE,China,2017,500,anti-tank missile,New
Turkmenistan,China,2015,10,ASM,New
Pakistan,China,2015,4,OPV,New
Sri Lanka,China,2016,1,frigate,Second hand but modernized
Thailand,China,2002,2,OPV,New
Myanmar,China,1990,10,patrol craft,New
Bangladesh,China,2015,15,anti-ship/land-attack missile,New
Bangladesh,China,2010,2,SAM system,New
Bangladesh,China,1980,50,mortar,New
Turkmenistan,China,2015,1,SAM system,New
Sudan,China,2015,2,mobile SAM system,New
Turkmenistan,China,2015,2,armed UAV,New
Turkmenistan,China,2015,1,air search radar,New
Turkmenistan,China,2015,1,air search radar,New
Turkmenistan,China,2015,1,SAM system,New
Turkmenistan,China,2015,40,SAM,New
Yemen,China,1992,25,anti-ship missile,New
Turkmenistan,China,2015,75,SAM,New
Sudan,China,2003,50,IFV,New
Ethiopia,China,2017,4,self-propelled MRL,New
Bangladesh,China,2013,18,self-propelled MRL,New
Djibouti,China,2015,2,light transport aircraft,New
Thailand,China,2019,12,self-propelled mortar,New
Sudan,China,2015,40,SRAAM,New
Zambia,China,2014,50,ASM,New
Zambia,China,2014,50,guided glide bomb,New
Cambodia,China,1978,6,fighter aircraft,Second hand
unknown recipient(s),China,2003,2,UAV,New
Nigeria,China,2014,5,armed UAV,New
Mozambique,China,2015,12,APV,New
DR Congo,China,2015,5,APC,New
Cambodia,China,2022,40,SAM,New
Cambodia,China,2022,1,SAM system,New
Pakistan,China,2018,26,FGA aircraft,New
Bangladesh,China,2015,75,SAM,New
Bangladesh,China,2015,2,SAM system,New
Bahrain,China,2015,4,self-propelled MRL,New
Pakistan,China,2005,6,ASW helicopter,New
Sudan,China,1968,4,trainer aircraft,New
Egypt,China,1983,6,patrol craft,New
Kenya,China,2015,35,APC/APV,New
Sudan,China,1969,10,trainer aircraft,New
Algeria,China,2019,100,anti-tank missile,New
Senegal,China,2015,4,APC,New
Laos,China,2006,2,helicopter,New
Pakistan,China,2018,5,air search radar,New
Pakistan,China,1985,2,air search radar,New
Cameroon,China,2013,50,anti-tank missile,New
Bangladesh,China,2018,7,trainer/combat aircraft,New
Turkmenistan,China,2015,1,SAM system,New
Myanmar,China,2015,2,transport aircraft,New
Sudan,China,2013,10,IFV,New
Papua New Guinea,China,2017,1,APC,New
Indonesia,China,2015,1,fire control radar,New
Indonesia,China,2015,4,anti-aircraft gun,New
Bangladesh,China,2012,2,frigate,New
Zambia,China,2007,5,APC,New
Cameroon,China,2012,50,portable SAM,New
Laos,China,2017,3,self-propelled gun,New
Peru,China,2013,27,self-propelled MRL,New
Cameroon,China,2012,12,anti-aircraft gun,New
Cameroon,China,2012,15,fire control radar,New
Djibouti,China,2018,6,portable SAM,New
Bangladesh,China,2018,2,frigate,Second hand
Sri Lanka,China,2005,70,IFV,New
Laos,China,2016,16,APV,New
Algeria,China,2021,10,mortar,New
Bangladesh,China,2015,50,SAM,New
Pakistan,China,2009,120,anti-ship missile,New
Pakistan,China,2011,20,anti-aircraft gun,New
Saudi Arabia,China,1986,50,SSM,New
Equatorial Guinea,China,2008,1,landing ship,New
Myanmar,China,2010,20,self-propelled MRL,New
Pakistan,China,1993,0,portable SAM,New
Myanmar,China,2015,60,BVRAAM,New
Mauritania,China,2016,1,landing ship,New
Djibouti,China,2014,1,AFSV,New
Zambia,China,1980,16,tank,New
Saudi Arabia,China,2014,15,armed UAV,New
Iran,China,1996,150,APC,New
Chad,China,2007,12,AFSV,New
Nigeria,China,2013,120,APC,New
UAE,China,2011,25,armed UAV,New
Iran,China,1992,125,anti-ship missile,New
Iran,China,1986,100,anti-ship missile,New
Venezuela,China,2012,23,IFV,New
Thailand,China,2017,34,IFV,New
Pakistan,China,2011,50,FGA aircraft,New
Venezuela,China,2012,9,light tank,New
Venezuela,China,2012,68,IFV,New
Turkmenistan,China,2016,50,portable SAM,New
UAE,China,2018,5,self-propelled MRL,New
Ethiopia,China,2019,10,SSM,New
Pakistan,China,2013,400,SAM,New
Equatorial Guinea,China,2020,25,anti-tank missile,New
Sudan,China,2005,50,portable SAM,New
Romania,China,1971,27,FAC,New
Romania,China,1971,26,patrol craft,New
Iran,China,1992,380,anti-ship missile,New
Bolivia,China,2015,31,APV,New
North Korea,China,1981,1000,portable SAM,New
North Korea,China,1968,100,anti-ship missile,New
Algeria,China,2018,4,air search system,New
Bangladesh,China,2004,250,portable SAM,New
Laos,China,1990,1,transport aircraft,New
North Korea,China,1980,25,trainer aircraft,New
Guinea-Bissau,China,1983,20,APC,Second hand
Khmer Rouge (Cambodia)*,China,1986,6,towed gun,Second hand
Bangladesh,China,1995,8,trainer aircraft,New
Sudan,China,2004,12,trainer/combat aircraft,New
Pakistan,China,1981,45,self-propelled MRL,New
North Korea,China,1973,23,submarine,New
Pakistan,China,2003,10,air search radar,New
Laos,China,2017,50,SRAAM,New
North Korea,China,1973,200,anti-ship missile,New
Sri Lanka,China,2007,2,trainer aircraft,New
Zimbabwe,China,2004,10,IFV,New
Pakistan,China,2017,200,SAM,New
Zambia,China,2020,6,APC,New
Rwanda,China,2017,3,self-propelled gun,New
Rwanda,China,2016,50,anti-tank missile,New
Sudan,China,1980,14,fighter aircraft,New
Pakistan,China,1988,1000,portable SAM,New
Ecuador,China,2009,1,air search radar,Second hand
Ecuador,China,2009,1,air search radar,Second hand
Chad,China,2007,10,APC,New
Indonesia,China,2005,3,anti-ship missile,New
Bangladesh,China,2012,50,SAM,New
Pakistan,China,2014,3,combat helicopter,New
Bangladesh,China,2012,15,anti-ship/land-attack missile,New
Ghana,China,2015,100,portable SAM,New
Thailand,China,2019,1,SAM system,New
Sudan,China,2015,6,trainer/combat aircraft,New
Pakistan,China,2013,10,SAM system,New
Pakistan,China,2010,2,corvette,New
Pakistan,China,1987,6,trainer/combat aircraft,New
Pakistan,China,2013,2,corvette,New
Ghana,China,2014,4,helicopter,New
Iraq,China,1987,50,towed gun,New
Iran,China,2004,50,anti-ship missile,New
Iran,China,2003,50,anti-ship missile,New
Bangladesh,China,1980,36,tank,New
Indonesia,China,2014,1,naval gun,New
Namibia,China,2014,2,patrol craft,Second hand but modernized
Zambia,China,2000,5,APC,New
Bolivia,China,2012,6,helicopter,New
Tanzania,China,2013,5,armoured bridgelayer,New
Tanzania,China,2013,10,self-propelled mortar,New
Seychelles,China,2013,1,patrol craft,New
Chad,China,2006,6,self-propelled MRL,New
Zambia,China,2000,10,IFV,New
Algeria,China,2017,5,armed UAV,New
Tanzania,China,2005,4,APC/APV,New
United Wa State (Myanmar)*,China,2012,25,portable SAM,New
Ethiopia,China,1998,18,towed gun,New
Nigeria,China,2014,30,ASM,New
Venezuela,China,2011,8,transport aircraft,New
Ethiopia,China,2011,20,APC,New
Ethiopia,China,2011,10,APC,New
Thailand,China,1987,60,self-propelled MRL,New
Myanmar,China,1993,150,APC,New
Sri Lanka,China,2007,40,APC,New
Sri Lanka,China,1991,20,IFV,New
Senegal,China,2015,27,AFSV,New
Laos,China,2015,9,light aircraft,New
Pakistan,China,2008,60,self-propelled MRL,New
Venezuela,China,2014,9,trainer/combat aircraft,New
Cameroon,China,2013,2,patrol craft,New
Pakistan,China,2017,12,FGA aircraft,New
Myanmar,China,2011,76,IFV,New
Niger,China,2017,20,APV,New
Thailand,China,1989,2,frigate,New
Thailand,China,2008,18,self-propelled MRL,New
Mali,China,2017,3,APV,New
Afghanistan,China,2017,10,APV,New
Tanzania,China,2017,12,APV,New
Tanzania,China,2008,14,fighter aircraft,New
Pakistan,China,1999,50,FGA aircraft,New
Uzbekistan,China,2017,60,SAM,New
Bangladesh,China,2011,16,fighter aircraft,New
Uzbekistan,China,2017,1,SAM system,New
Bangladesh,China,1982,4,FAC,Second hand
Cambodia,China,2011,12,helicopter,New
Ghana,China,2012,4,APC,New
UAE,China,2017,15,armed UAV,New
Pakistan,China,2015,5,armed UAV,New
Pakistan,China,2009,2,coastal defence system,New
Jordan,China,2009,4,self-propelled MRL,New
Jordan,China,2014,20,portable SAM,New
Kenya,China,2018,5,APC,New
Mozambique,China,2013,12,APC,New
Chad,China,2020,10,tank,New
Pakistan,China,2015,636,portable SAM,New
Kenya,China,2012,5,helicopter,New
Kenya,China,2009,4,helicopter,New
Bangladesh,China,2013,9,trainer/combat aircraft,New
Sudan,China,2009,6,self-propelled MRL,New
Namibia,China,2016,50,portable SAM,New
Iraq,China,1986,25,ARV,New
Sudan,China,2008,50,tank,New
Sudan,China,2001,25,tank,New
Chad,China,2012,30,AFSV,New
Benin,China,2022,6,APC/APV,New
Zambia,China,2014,6,trainer/combat aircraft,New
Kenya,China,2016,25,APC,New
Nigeria,China,2014,1,patrol craft,New
Nepal,China,2015,163,APV,New
Thailand,China,2017,4,APC,New
Nigeria,China,2012,2,OPV,New
Bangladesh,China,2009,58,tank,New
Viet Nam,China,1968,250,light tank,New
Egypt,China,1982,2,patrol craft,New
Thailand,China,1988,4,frigate,New
Myanmar,China,2011,2,frigate,Second hand
Bangladesh,China,1988,1,frigate,New
Bangladesh,China,2012,2,frigate,Second hand
Iraq,China,2014,100,guided bomb,New
Pakistan,China,2003,2,fire control radar,New
Pakistan,China,2005,70,anti-ship missile,New
Kenya,China,1996,6,light transport aircraft,New
Cambodia,China,2012,2,transport aircraft,New
Cambodia,China,2007,4,patrol craft,New
Pakistan,China,2018,1,air search radar,New
Syria,China,2008,5,air search radar,New
Trinidad and Tobago,China,2015,1,OPV,Second hand
Pakistan,China,2010,4,fighter aircraft,Second hand
Pakistan,China,2011,50,armed UAV,New
Slovakia,China,2016,1,transport aircraft,Second hand
Sudan,China,1969,16,fighter aircraft,New
Pakistan,China,2008,4,AEW&C aircraft,New
Djibouti,China,2013,1,transport aircraft,New
Viet Nam,China,1970,350,tank,New
Pakistan,China,1977,60,fighter aircraft,New
Mauritania,China,2014,2,patrol craft,New
Mauritania,China,2001,1,patrol craft,New
Albania,China,1962,10,trainer aircraft,New
Viet Nam,China,1970,17,trainer aircraft,New
Tanzania,China,2000,4,trainer aircraft,New
Myanmar,China,2005,50,trainer aircraft,New
Sudan,China,2014,5,armed UAV,New
Syria,China,2008,4,air search radar,New
Iran,China,2005,650,portable SAM,New
Algeria,China,2012,50,SAM,New
Laos,China,2023,10,APC/APV,New
Myanmar,China,2007,20,anti-ship missile,New
Myanmar,China,1997,2,corvette,New
Myanmar,China,2011,30,anti-ship missile,New
Myanmar,China,1992,24,FGA aircraft,New
Myanmar,China,2010,100,AFSV,New
Cameroon,China,2011,2,transport aircraft,New
Myanmar,China,2016,25,anti-aircraft gun,New
Indonesia,China,2013,8,naval gun,New
Bangladesh,China,2014,2,corvette,New
Pakistan,China,1992,40,fighter aircraft,New
Tanzania,China,2012,50,portable SAM,New
Qatar,China,2016,48,SSM,New
Pakistan,China,2003,20,anti-ship missile,New
Qatar,China,2016,8,self-propelled MRL,New
Pakistan,China,2011,10,fire control radar,New
Burundi,China,2012,15,APC,New
Tanzania,China,2012,12,self-propelled MRL,New
Albania,China,1962,71,fighter aircraft,New
Syria,China,2013,500,anti-tank missile,New
Syria,China,2008,1,air search radar,New
Myanmar,China,2010,6,naval gun,New
Myanmar,China,2008,5,air search radar,New
Ethiopia,China,2021,32,self-propelled gun,New
Indonesia,China,2011,100,anti-ship missile,New
Zimbabwe,China,2004,5,APC,New
